Sender,Message Content,Category
STCPAY,"***7743 Purchase
Via: *7743
Amount: 25 SAR
From: MCDONALDS G15 SASCO
At: 31/12/24 18:32",Financial
STCPAY,"Reverse
To: ***3795; VISA
Amount: 3.7 SAR
At: CANVA PAAAAGNNTZ4DGAB
Date: 31/12/24 12:51",Financial
STCPAY,"VISA Purchase
Via: *3795
Amount: 3.77 SAR
From: CANVA PAAAAGNNTZ4DGAB
At: 31/12/24 12:51",Financial
STCPAY,"***7743 Purchase
Via: *7743
Amount: 32 SAR
From: Keeta
At: 30/12/24 22:39",Financial
STCPAY,"Internal transfer
Amount:200.00SAR
From:ZAINAB ALHAZZA
At:30/12/24 13:50",Financial
STCPAY,"***7743 Purchase
Via: *7743
Amount: 4 SAR
From: RPT-Riyadh Transport
At: 29/12/24 15:09",Financial
STCPAY,"Online Purchase
Transaction Amount 126.91 SAR
For Ninja
Online Payment 
Account number ******1908
Date 27/12/2024 Time 20:34",Financial
STCPAY,"Internal transfer
Amount:130.00SAR
From:LUJAIN ALHOMAID
At:27/12/24 20:34",Financial
STCPAY,"***7743 Purchase
Via: *7743
Amount: 22.25 SAR
From: Al-Sadhan Trading Company
At: 22/12/24 21:47",Financial
STCPAY,"***7743 Purchase
Via: *7743
Amount: 141 SAR
From: THE CHEFZ
At: 22/12/24 13:11",Financial
STCPAY,"Insufficient balance
Amount: 69.99 SAR
From: APPLE.COM/BILL 
At: 27/09/24 04:08
Your balance: 16.95 SAR",Financial
STCPAY,"STC pay wallet top up
With: 170.00 SAR
Card: XXXX*, Apple Pay
At: 26/09/24 - 09:42",Financial
STCPAY,"Internal transfer
Amount:62.00SAR
From:ZAINAB ALHAZZA
At:24/09/24 14:10",Financial
STCPAY,"VISA Purchase
Via: *3795
Amount: 395.35 SAR
From: Beauty Bay
At: 24/09/24 00:12",Financial
STCPAY,"STC pay wallet top up
With: 400.00 SAR
Card: XXXX*, Apple Pay
At: 24/09/24 - 00:12",Financial
STCPAY,"STC pay wallet top up
With: 430.00 SAR
Card: XXXX*, Apple Pay
At: 24/09/24 - 14:08
Internal transfer
Amount:62.00SAR
From:ZAINAB ALHAZZA
At:24/09/24 14:10",Financial
Drahim,حيّاك في دراهم، تسجّل حسابك بنجاح,Apps
Drahim,تسجّل دخول جديد لحسابك,Apps
FURNLDYA-AD,"عشانكم توصيل شهر يناير مجانا😍، استخدم كود Free  
onelink.to/wdmvh3",Promotional
FURNLDYA-AD,"فطورك فقط بـ 9ريال من فرن الضيعة
اطلب الآن😋
http://url.taker.io/FDSMS",Promotional
FURNLDYA-AD,"لسه ما طلبت؟! الحق عرض التوصيل المجاني 🛵
https://onelink.to/wdmvh3",Promotional
FURNLDYA-AD,"مبروك!😍 لقد حصلت على كود خصم حصري بنسبة 50%على منتجات فرن الضيعة. استخدم الكود""vip50""سارٍ حتى تاريخ 31-10 . http://onelink.to/wdmvh3",Promotional
FURNLDYA-AD,⏳ لا تفوت فرصة الكاش باك 30%! استخدم كود s2 عند طلب الاستلام على تطبيق فرن الضيعة،حتى نهاية ديسمبر! اطلب 👈🏽 http://onelink.to/wdmvh3,Promotional
FURNLDYA-AD,"🚨 لا تفوت الفرصة!🔥
أقوى عروض نهاية السنة 2024فرن الضيعة كاش باك 50% استخدم كود: s2 واستمتع بالتوفير الكبير
https://onelink.to/wdmvh3",Promotional
Malaa,iPhone تم توثيق الجهاز جديد,Apps
stc-ad,"ياهلا، 

مع باقة الرعاية الذكية، طفلك صار في أمانك طول الوقت! 👶💙
كاميرا ومستشعرات للنوم والأبواب تخلّيك مطمئن على راحته 💤🚪  فقط بـ 57.50 ريال شهرياً!

خلّ بالك مرتاح وأمان طفلك بين يديك:
http://my.stc/devices?data=aT1QMDAxMzQ5SU9U

يومك سعيد
stc",Promotional
stc-ad,"ياهلا،

مزعجتك الاتصالات وماودك تستقبل مكالمات؟ تقدر الآن مع خدمة موجود اكسترا تحجب المكالمات الواردة بحيث يظهر للمتصلين بأن جوالك مغلق، وبتوصلك رسالة برقم المتصل

للاشتراك اضغط على الرابط https://stc.sa/210 

او ارسل 1520 الى 900

قيمة الاشتراك: 8 ريال شهرياً

يومك سعيد
stc",Promotional
stc-ad,"ياهلا، 

استمتع بـ 15 جيجا بيانات، و30 جيجا سوشال لتطبيقات التواصل الاجتماعي، مكالمات لا محدودة داخل الشبكة و 200 دقيقة خارج الشبكة على باقة مفوتر 2.
رقّي باقتك الان واستمتع.

قم بترقّية باقتك بكل سهولة من mystc: 

https://my.stc/upgrade-postpaid

أو أرسل 4092 إلى 900

يومك سعيد.
stc",Promotional
stc-ad,"ياهلا،
 
حيّك صار ""فايبر""!
اشترك الآن من خلال الرابط:
https://my.stc/new-baity 
أو اتصل على 900.
 
يومك سعيد.
stc",Promotional
stc-ad,"ياهلا،

انطلق معنا بأعلى السرعات مع خصم يصل إلى 40%!

واستمتع بالإنترنت مع باقة بيتي 5G مسبقة الدفع بسرعة 300 ميجا مع راوتر مجاني وبيانات لا محدودة. 

اشتراك 6 اشهر بـ 1,499 ريال بدلاً من 2,645 ريال
واشتراك 12 اشهر بـ 2,999 ريال بدلاً من 4,945 ريال

للاشتراك عبر mystc: 
https://my.stc/baity5G-300pp-6m

*السعر شامل لضريبة القيمة المضافة

يومك سعيد. 
stc",Promotional
stc-ad,"ياهلا،

جوائز بقيمة 200 ألف ريال!
كل اللي عليك تسجل رقمك كوسيلة دفع في حسابك على متجر PlayStation  وبتحصل على فرصة للفوز بجوائز قيُمة تصل إلى 200 ألف ريال.

للمزيد: 
https://stc.sa/upi08 

يومك سعيد.
stc",Promotional
stc-ad,"ياهلا،

حظك طيّب مع PlayStation!
ادخل السحب على جوائز بقيمة 200 ألف ريال.
كل اللي عليك تسجل رقمك كوسيلة دفع في حسابك على متجر PlayStation وفالك الفوز! 

للمزيد: 
https://stc.sa/upi08

يومك سعيد
stc",Promotional
stc-ad,"ياهلا، 

استمتع بـ 15 جيجا بيانات، و15 جيجا سوشال لتطبيقات التواصل الاجتماعي، مكالمات لا محدودة داخل الشبكة و 200 دقيقة خارج الشبكة على باقة مفوتر 2.
رقّي باقتك الان واستمتع.

قم بترقّية باقتك بكل سهولة من mystc: 

https://my.stc/upgrade-postpaid

أو أرسل 4092 إلى 900

يومك سعيد.
stc",Promotional
stc-ad,"يومك سعيد.
stcاستمتع بـ15 جيجا بيانات و15 جيجا بيانات تطبيقات التواصل الأجتماعي ومكالمات لا محدودة داخل الشبكة و 200 دقيقة خارج الشبكة عند ترقية باقتك إلى مفوتر 2.

مع إمكانية تقسيط جهاز يصل الى 2760 ريال بدون دفعة أولى. 

قم بترقّية باقتك بكل سهولة من mystc: 
 
https://my.stc/upgrade-postpaid

أو أرسل 4092 إلى 900
*تطبق الشروط والأحكام

يومك سعيد.
stc",Promotional
stc-ad,"حيّك صار فايبر!
خصم 20% على بيتي فايبر!
اشترك واستمتع بالدوري السعودي على باقة بيتي فايبر إنترتينمنت.

للاشتراك، الرجاء زيارة mystc:
https://my.stc/home
أو اتصل على 900

*الخصم للعملاء الجدد لمدة شهرين.

يومك سعيد
stc",Promotional
stc-ad,"عندك خبر؟ 

 ترينديول وstc جايبين لك خصومات تصل لـ 60%! 😎🧡
استخدم كود ""stc"" عند الدفع 🛒

تسوق عبر: 📲 https://ty.gl/stc_trendyol

*الخصم لفترة محدودة 
*تطبق الشروط والأحكام

يومك سعيد
 stc",Promotional
stc-ad,"صيتها سابق. صوتها سبّاق.
AirPods 4 الجديدة كلياً

متاحة الآن للطلب المسبق عبر mystc:
https://my.stc/store

يومك سعيد،
stc",Promotional
stc-ad,"المطار يزيّن رحلتك بعروض حصرية !✈️
كاش باك 15% وبدون حد أقصى لعملاء stc 💰

🏨 10% على الفنادق
🛫 5% على الطيران

استخدم كود ""STC"" ووفّر! 💳

احجز الآن 📲: almatar.com/ar/stc/

*خصم لفترة محدودة.
*تطبق الشروط.

stc",Promotional
stc-ad,"مفاجأة!
لديك رصيد مجاني قدره 15 ريال في حسابك لتجربة خدمة الدفع المباشر من stc، وإجراء عمليات شراء بمنتهى السهولة على Apple store .

سجل رقم جوالك الآن:
https://apple.co/setup

يومك سعيد
stc",Promotional
stc-ad,"ياهلا،

مزعجتك الاتصالات وماودك تستقبل مكالمات؟ تقدر الآن مع خدمة موجود اكسترا تحجب المكالمات الواردة بحيث يظهر للمتصلين بأن جوالك مغلق، وبتوصلك رسالة برقم المتصل

للاشتراك اضغط على الرابط https://stc.sa/210 

او ارسل 1520 الى 900


*قيمة الاشتراك: 9.2 ريال شهرياً (شامل 15% ضريبة القيمة المضافة). 
*لعملاء مسبق الدفع تم تحصيل مبلغ الضريبة عند عملية شحن الرصيد.

يومك سعيد",Promotional
stc-ad,"لأنك غالي علينا، نقدم لك تأمين سيارتك بباقات حصرية مع التعاونية! استخدم كود ""STC24"" للحصول على خصم 10%.

التفاصيل: 📲
https://tawn.me/stc_m1

*الكود صالح لغاية 30 سبتمبر 2024

يومك سعيد
stc",Promotional
stc-ad,"يا هلا 👋
 
الآن، باقة سوا شير بلس عليها عرض 30 جيجا انترنت 😍👏   
 
تعطيك الباقة مميزات أخرى مثل 30 جيجا سوشال، مكالمات لامحدودة لشبكة stc ، و 500 دقيقة مكالمات للشبكات المحلية الأخرى
 
فقط بـ 115 ريال!
 
تقدر تشترك بإرسال 7115 إلى 900 📣",Promotional
stc-ad,"استمتع بـ15 جيجا بيانات و15 جيجا بيانات تطبيقات التواصل الأجتماعي ومكالمات لا محدودة داخل الشبكة و 200 دقيقة خارج الشبكة عند ترقية باقتك إلى مفوتر 2.

مع إمكانية تقسيط جهاز يصل الى 2760 ريال بدون دفعة أولى. 

قم بترقّية باقتك بكل سهولة من mystc: 
 
https://my.stc/upgrade-postpaid

أو أرسل 4092 إلى 900
*تطبق الشروط والأحكام

يومك سعيد.
stc",Promotional
stc-ad,"خصم 20% على بيتي فايبر!
اشترك واستمتع بدوري روشن السعودي مع باقة بيتي فايبر إنترتينمنت.

للاشتراك، الرجاء زيارة mystc:
https://my.stc/home
أو اتصل على 900

*الخصم للعملاء الجدد لمدة شهرين.

يومك سعيد
stc",Promotional
stc-ad,"مستعدين للعب مع سباركيز ؟ 🚨🎢
 خصم 20% مع كود ""stcfun""! 🤩          استخدمه في صالات الألعاب أو عبر الموقع !

للمزيد عن العرض: 📲
https://stc.sa/l238v

اكتشف عروض شركائنا: 📲
https://stc.sa/partnersoffersen

*الكود صالح لغاية 31 أغسطس 2024
*تطبق الشروط والأحكام

يومك سعيد،
stc",Promotional
AlRajhiB-AD,"هلا نجلاء،
لديك 199 نقطة مكافأة ستنتهي في 05-JAN-2025
استبدلها الان للاستمتاع بعالم من المكافآت",Promotional
AlRajhiB-AD,"هلا نجلاء،
لديك 1044 نقطة مكافأة ستنتهي في 05-DEC-2024
استبدلها الان للاستمتاع بعالم من المكافآت",Promotional
AlRajhiB-AD,مرحبا نجلاء، بأقل الشروط وأسهلها  احصل على بطاقة يوكارد الإئتمانية من إمكان الآن واستفد من كاش باك يصل إلى 2%! حمّل تطبيق إمكان لتقديم طلبك. تطبق الشروط.,Promotional
AlRajhiB-AD,مرحبا نجلاء، لتجنب رفض عملياتكم الشرائية لعدم وجود رصيد كاف، فعل الدفع التلقائي على بطاقتك عن طريق التطبيق. تطبق الشروط,Promotional
AlRajhiB-AD,مرحبا نجلاء، خيارات التمويل من إمكان متعددة ونقدر نودعه لك في محفظة urpay. حمل تطبيق urpay وقدم طلبك الآن .  تطبق الشروط,Promotional
AlRajhiB-AD,مرحبا نجلاء، الرصيد مايسمح؟؟ بأقل الشروط وأسهلها  احصل على بطاقة يوكارد الإئتمانية من إمكان الآن واستفد من كاش باك يصل إلى 2%! حمّل تطبيق إمكان لتقديم طلبك. تطبق الشروط.,Promotional
