Sender,Message Content,Category,Priority
900,عزيزي العميل سعيا لوصول افضل الخدمات والمزايا الحصريه لك والتي تتناسب مع باقتك والخدمات التي اشتركت بها فضلا قم بارسال 3366 ردا علي هذه الرساله علما انه باستطاعتك تحديث موافقتك عبر تطبيق mystc بالضغط علي الرابط التالي او بالذهاب الي خدمه اداره الرقم ومن ثم الي حظر الرسائل والمكالمات الاعلانيه نامل ان تحوز خدماتنا علي رضاك يومك سعيد stc,Telecommunications,High Priority
MY SHUKRAN,لقد قمت باستخدام 10 57 ريال من محفظه دفع شكرا الخاص بك عبر Homebox للطلب رقم 68191302496 الرصيد المتبقي هو 0 0 ريال,Stores,
AlRajhiBank,شراء انترنت بطاقه 2941 مدي ابل باي مبلغ SAR 186 42 لدي LandMark في 24 12 20 21 25,Financial,
AlRajhiBank,حواله داخليه مبلغ SAR 100 الي 7314 من لجين الحميد في 24 12 19 22 10,Financial,
AlRajhiBank,رمز مؤقت 7238 لـ تحويل داخلي التطبيق المبلغ SAR 3 000 00,Financial,
AlRajhiBank,حواله داخليه من 7314 مبلغ SAR 3000 الي رقيه الهزاع في 24 12 20 14 49,Financial,
966540,الله يجزاك خير الدارين ياخاله واسال الله ان يحفظكم ويحفظ لكم كل غالي علي قلوبكم من كل مكروه ويبارك فيكم ويعوضكم خيرا ويرفع درجتكم ويحميكم ويجزل لكم الاجر والثواب ويمد باعماركم علي الخير والطاعه,Personal,
AlRajhiBank,شراء انترنت بطاقه 2941 مدي ابل باي مبلغ SAR 100 لدي STC Pay في 24 12 20 16 30,Financial,
STCPAY,تغذيه محفظه stc pay بـ 100 00 ر س البطاقه XXXX Apple Pay في 20 12 24 16 30,Financial,
STCPAY,حواله داخليه بـ 55 00ر س الي AGUSSUDIANA SUKARNA في 20 12 24 16 31,Financial,
HOMECENTRE,تم توصيل طلبك 68187532674 نود معرفه رايك عن تجربه التسوق معنا ادخل تعليقك هنا,Stores,
AbrarBer,ادفا الايتام والارامل من برد الشتاء القارص صدقتك دفء bit ly SHITA1,Promotional,Low Priority
9604440,ياحبيبي ماهو مد ولا قدر ربي يحفظكم ويرعاكم ويقر اعينكم بتمام عافيه محمد ويبارك لك في نفسك وعملك و ذريتك,Personal,
964440,اللهم امين واياكم,Personal,
Hemmah,عملينا العزيز نود اشعاركم باكتمال عقدك رقم HCR4227900 حمل تطبيق همه تك للصيانه المنزليه واستفد من خصم 20 باستخدام كود HT,Commercial,Medium Priority
LOGISTIQ,Your order number 68191302496 from HOMEBOX has been delivered to your doorstep as per instructions Access delivery proof here,Stores,
HOMEBOX,تم توصيل طلبك 68191302496 نود معرفه رايك عن تجربه التسوق معنا ادخل تعليقك هنا,Stores,
STCPAY,حواله داخليه بـ 1000 00 ر س من LUJAIN ALHOMAID في 21 12 24 10 36,Financial,
AlRajhiBank,رمز مؤقت 5623 لـ تحويل داخلي التطبيق المبلغ SAR 1 000 00,Financial,
AlRajhiBank,حواله داخليه من 7314 مبلغ SAR 1000 الي لجين الحميد في 24 12 21 10 58,Financial,
AlRajhiBank,شراء انترنت بطاقه 2941 مدي ابل باي مبلغ SAR 85 لدي NAS app في 24 12 21 16 33,Financial,
NAS,تم انشاء العقد بنجاح رقم العقد H0029504 ولتحميل العقد يرجي الضغط علي الربط,Commercial,Medium Priority
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 40 لدي Khaled Ma في 24 12 21 17 12,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 80 لدي London Af في 24 12 21 17 21,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 600 لدي Msna Jady في 24 12 21 18 26,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 120 لدي Drt Almas في 24 12 21 18 32,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 25 لدي Abdullah M في 24 12 21 18 39,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 102 55 لدي Adel Moha في 24 12 22 21 46,Financial,
NAS,لديكم موعد زياره صباحا بتاريخ 22 12 2024 نامل تواجدكم في المنزل LEAKRLVZ,Services,
NAS,الزياره في طريقها اليك RTHQNJSO,Services,
NAS,السائق في طريقه لاستلام العامله NT9UFV33,Services,
Tadawulaty,عزيزي المستثمر تذكير بالتصويت عن بعد للمصدر العربيه وسيتم انعقاد الجمعيه العامه غير العاديه بتاريخ 23 12 2024 الموقع عن بعد رابط بث الجمعيه,Financial,
HOMEBOX,سيتم ارجاع مبلغ بقيمه 196 99ريال للطلب 68191302496 خلال 5 7 ايام عمل يرجي العلم ان عمليه الارجاع لبطاقات مدي يمكن ان تستغرق حتي 28 يوم عمل,Stores,
AlRajhiBank,رمز مؤقت لـ تحويل داخلي التطبيق المبلغ SAR 300 00,Financial,
AlRajhiBank,حواله داخليه من 7314 مبلغ SAR 300 الي عبدالعزيز في 24 12 23 11 47,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 156 50 لدي CARREFOUR في 24 12 23 13 46,Financial,
AlRajhiBank,رمز مؤقت لـ تحويل داخلي التطبيق المبلغ SAR 1 000 00,Financial,
AlRajhiBank,حواله داخليه من 7314 مبلغ SAR 1000 الي منيره الهزاع في 24 12 23 21 38,Financial,
900,صباح الخير زينب نشكرك علي استخدامك خدمه الدفع المباشر من stc لدي متجر تطبيقات ابل بناء علي طلبك تمت عمليه الشراء في خدمه Apple MV2MZBWNMV بقيمه 59 99 ريال بنجاح للاطلاع علي المشتريات او الغائها تفضل بزياره الرابط التالي الاسعار شامله ضريبه القيمه المضافه 15 لعملاء المفوتر اما لعملاء مسبق الدفع لا تنطبق الضريبه لتحصيلها مسبقا عند عمليه شحن الرصيد يومك سعيد,Telecommunications,High Priority
InvestAseel,الان تطبيق اصيل بطابع جديد حمل التطبيق واستمتع بتجربتك,Promotional,Low Priority
HOMEBOX,ما مدي سهوله عمليه الارجاع لدينا يرجي تقييمها الان حتي يمكننا تحسين تجربتك,Stores,
Tadawulaty,عزيزي المستثمر تذكير بالتصويت عن بعد للمصدر اماك وسيتم انعقاد الجمعيه العامه العاديه بتاريخ 26 12 2024 الموقع عن بعد رابط بث الجمعيه,Promotional,Low Priority
alnor.ch,ودك حسنات تجيك من الصين تبرع ب11رس بمصحف باسمك للمعتمرين unif me ALNOR,Promotional,Low Priority
InvestAseel,مستثمرنا العزيز اطلع الان علي صندوق مسار الرياض العقاري بصافي عائد متوقع 32 64 خلال 24 شهرا يقع المشروع في واحده من اهم المحاور الرئيسيه بالمملكه علي المسار الرياضي للمزيد,Promotional,Low Priority
Malaa,For Reset pin code Please don t share it with anyone,Apps,
BankAlBilad,عميلنا العزيز نفيدكم بان الحساب الخاص بكم xx0006 سيتم تجميده بعد 30يوم في حال عدم اجراء اي عمليه,Financial,
BankAlbilad,عميلنا العزيز نفيدكم بان الحساب الخاص بكم xx0006 سيتم تحويله الي متروك بعد 30 يوم نامل زياره الفرع لتصفيه الحساب,Financial,
MAKARIM,اغتنم اجر عمره وصلاه في الحرم اكفل معتمر من ذوي الاعاقه bit ly OMRAA,Promotional,Low Priority
AlRajhiBank,رمز مؤقت لـ تحويل داخلي التطبيق المبلغ SAR 600 00,Financial,
AlRajhiBank,حواله داخليه من 7314 مبلغ SAR 600 الي رقيه الهزاع في 24 12 27 16 36,Financial,
STCPAY,حواله داخليه بـ 10 00ر س الي AGUSSUDIANA SUKARNA في 27 12 24 20 20,Financial,
900,صباح الخير زينب نامل ان تكون خدماتنا قد حازت علي رضاك ونود فقط اشعارك بصدور فاتوره جديده للرقم 0506491342 بمبلغ اجمالي 336 7 ريال رقم الحساب 462186460 ملاحظه الفاتوره شامله لضريبه القيمه المضافه يمكنك السداد مباشره عبر الرابط ادناه يمكنك الاطلاع علي تفاصيل الفاتوره عن طريق تطبيق mystc عبر الرابط التالي او بالرد علي هذه الرساله بـ 1112 كما يمكنك دفع جميع فواتيرك عبر تطبيق stc Pay لتحميل التطبيق اضغط علي الرابط للاطلاع علي شركائنا الجدد وتحديثات برنامج قطاف الرجاء زياره موقع stc سدد فاتورتك خلال 28 يوم من تاريخ اصدار الفاتوره للحصول علي نقاط قطاف يومك سعيد,Telecommunications,High Priority
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 349 87 لدي almontaja في 24 12 28 11 52,Financial,
STCPAY,حواله داخليه بـ 200 00ر س الي NAJLA ALHOMAID في 30 12 24 13 50,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 87 لدي Badr Abdu في 24 12 31 10 24,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 12 لدي Badr Abdu في 24 12 31 10 24,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 15 لدي Muslim في 24 12 31 10 53,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 10 لدي LAMAT ALN في 24 12 31 10 55,Financial,
AlRajhiBank,شراء بطاقه 2941 مدي اثير مبلغ SAR 28 لدي MAHL HAMA في 24 12 31 11 01,Financial,
AlRajhiBank,شراء انترنت بطاقه 2941 مدي ابل باي مبلغ SAR 87 لدي NAS app في 24 12 31 12 10,Financial,
NAS,تم انشاء العقد بنجاح رقم العقد H0030324 ولتحميل العقد يرجي الضغط علي الربط DPIP3CKH,Commercial,Medium Priority
NAS,لديكم موعد زياره صباحا بتاريخ 01 01 2025 نامل تواجدكم في المنزل XHYWZ5DF,Services,
AlRajhiBank,راتب مبلغ SAR 33 الي 7314 في 25 1 1 01 22,Financial,
NAS,الزياره في طريقها اليك Y56VR7OI,Services,
NAS,السائق في طريقه لاستلام العامله HSU7OFG0,Services,
AlRajhiBank,شراء انترنت بطاقه 2941 مدي ابل باي مبلغ SAR 95 68 لدي Mueen HR S في 25 1 1 13 16,Financial,
Mueen,عميلنا العزيز زينب سليمان هزاع لقد تم استلام المبلغ 95 68 و الموافقه علي العقد الخاص بكم رقم العقد mhs120037 يمكنك متابعه العاملات و الزيارات من خلال الرابط التالي,Commercial,Medium Priority
MAHARAH,مرحبا زينب سليمان الهزاع نفيدكم بانه تم تفعيل العقد K6824775 كما نود التنويه علي تواجد ربه المنزل خلال تنفيذ الخدمه شكرا لاختياركم مهاره,Commercial,Medium Priority
STCPAY,شراء Apple Pay عبر 5431 بـ 77 SAR من Maharah Human في 01 01 25 18 26,Financial,
AlRajhiBank,سداد فاتوره من 7314 مبلغ SAR 336 70 مفوتر 001 الخدمه الاتصالات السعوديه الفاتوره 00462186460 في 25 1 1 18 29,Financial,
900,مساء الخير زينب نشكرك علي سدادك مبلغ 336 7 ريال علي الحساب رقم 462186460 لرقم الجوال 0506491342 بتاريخ 2025 01 01 18 30 01 متمنين ان تحوز خدماتنا دوما علي رضاك خاصيه تقسيط الاجهزه متاحه مع باقات بيتي و مفوتر تقدر تعرف التفاصيل بارسال 777 الي 900,Commercial,Medium Priority
